sample,family,variant,diameter_nm,energy_map,closure,reactive,cls,flags,theta_bri,bridging_capacity_umol_g,N_react_umol_g,TOF_s_1,N_react_uncapped_umol_g,TOF_uncapped_s_1,pair_fraction,iterations,inventory_residual
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999323,13.5581,1.58783,2.37432,6.20366e-06,,0.6552,9,8.6e-13
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999323,13.5581,1.09385,3.44653,2.84048e-12,,0.6552,9,8.6e-13
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999323,13.5581,0.519124,7.26223,5.95499e-25,,0.6552,9,8.6e-13
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999758,13.5581,2.30487,1.70075,13.5548,0.289197,0.8414,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999758,13.5581,1.58783,2.46879,7.962e-07,,0.8414,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999758,13.5581,1.09385,3.58366,4.67683e-14,,0.8414,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999758,13.5581,0.519124,7.55118,1.61366e-28,,0.8414,13,-8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999851,13.5581,2.30487,0.872066,13.556,0.148273,0.8958,12,8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999851,13.5581,1.58783,1.26588,3.01976e-07,,0.8958,12,8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999851,13.5581,1.09385,1.83754,6.72686e-15,,0.8958,12,8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999851,13.5581,0.519124,3.87191,3.33804e-30,,0.8958,12,8.5e-14
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999932,13.5581,2.30487,0.0196974,13.5571,0.00334879,0.9495,10,6.3e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999932,13.5581,1.58783,0.0285926,6.19716e-08,,0.9495,10,6.3e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999932,13.5581,1.09385,0.0415047,2.83281e-16,,0.9495,10,6.3e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999932,13.5581,0.519124,0.087455,5.91924e-33,,0.9495,10,6.3e-11
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999284,13.5581,2.30487,1.63567,13.5484,0.278263,0.6766,13,-3.6e-15
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999284,13.5581,1.58783,2.37432,6.94269e-06,,0.6766,13,-3.6e-15
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999284,13.5581,1.09385,3.44653,3.5577e-12,,0.6766,13,-3.6e-15
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999284,13.5581,0.519124,7.26223,9.34226e-25,,0.6766,13,-3.6e-15
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999905,13.5581,2.30487,0.872066,13.5568,0.148265,0.8364,11,9.0e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999905,13.5581,1.58783,1.26588,1.23252e-07,,0.8364,11,9.0e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999905,13.5581,1.09385,1.83754,1.12056e-15,,0.8364,11,9.0e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999905,13.5581,0.519124,3.87191,9.26216e-32,,0.8364,11,9.0e-13
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.99997,13.5581,2.30487,0.0196974,13.5577,0.00334866,0.8853,10,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.99997,13.5581,1.58783,0.0285926,1.20548e-08,,0.8853,10,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.99997,13.5581,1.09385,0.0415047,1.07185e-17,,0.8853,10,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.99997,13.5581,0.519124,0.087455,8.47395e-36,,0.8853,10,8.5e-14
A600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,BRI,BOUNDARY,PAIRS_BEYOND_DILUTE,0.145925,13.5581,1.97846,1.1423,1.97846,1.1423,0.6594,10,1.8e-14
A600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,PAIRS_BEYOND_DILUTE,0.145925,13.5581,1.44318,1.56599,1.44318,1.56599,0.6594,10,1.8e-14
A600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,PAIRS_BEYOND_DILUTE,0.145925,13.5581,1.05272,2.14683,1.05272,2.14683,0.6594,10,1.8e-14
A600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,PAIRS_BEYOND_DILUTE,0.145925,13.5581,0.560139,4.03472,0.560139,4.03472,0.6594,10,1.8e-14
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.296954,13.5581,2.30487,1.63567,4.02613,0.936384,0.781,9,-5.0e-14
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.296954,13.5581,1.58783,2.37432,1.99001,1.89447,0.781,9,-5.0e-14
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.296954,13.5581,1.09385,3.44653,0.983606,3.83283,0.781,9,-5.0e-14
R500,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.296954,13.5581,0.519124,7.26223,0.240301,15.6887,0.781,9,-5.0e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.492313,13.5581,2.30487,1.70075,6.67481,0.587282,0.8592,7,-2.8e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.492313,13.5581,1.58783,2.46879,1.72041,2.27853,0.8592,7,-2.8e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.492313,13.5581,1.09385,3.58366,0.443427,8.84024,0.8592,7,-2.8e-14
R600,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.492313,13.5581,0.519124,7.55118,0.0294581,,0.8592,7,-2.8e-14
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.644718,13.5581,2.30487,0.872066,8.74113,0.229947,0.9007,8,-2.6e-13
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.644718,13.5581,1.58783,1.26588,1.10335,1.82173,0.9007,8,-2.6e-13
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.644718,13.5581,1.09385,1.83754,0.13927,14.4324,0.9007,8,-2.6e-13
R800,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.644718,13.5581,0.519124,3.87191,0.00221896,,0.9007,8,-2.6e-13
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.84831,13.5581,2.30487,0.0196974,11.5014,0.00394733,0.9499,14,2.4e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.84831,13.5581,1.58783,0.0285926,0.264645,0.171551,0.9499,14,2.4e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.84831,13.5581,1.09385,0.0415047,0.00608941,,0.9499,14,2.4e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.84831,13.5581,0.519124,0.087455,3.22402e-06,,0.9499,14,2.4e-11
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.291448,13.5581,2.30487,1.63567,3.95147,0.954074,0.7993,11,0.0e+00
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.291448,13.5581,1.58783,2.37432,1.98382,1.90037,0.7993,11,0.0e+00
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.291448,13.5581,1.09385,3.44653,0.995968,3.78526,0.7993,11,0.0e+00
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.291448,13.5581,0.519124,7.26223,0.251033,15.0179,0.7993,11,0.0e+00
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.673451,13.5581,2.30487,0.872066,9.13069,0.220137,0.8506,9,2.1e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.673451,13.5581,1.58783,1.26588,0.973645,2.06441,0.8506,9,2.1e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.673451,13.5581,1.09385,1.83754,0.103824,,0.8506,9,2.1e-13
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.673451,13.5581,0.519124,3.87191,0.00118057,,0.8506,9,2.1e-13
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.871386,13.5581,2.30487,0.0196974,11.8143,0.0038428,0.8867,8,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.871386,13.5581,1.58783,0.0285926,0.195426,0.232313,0.8867,8,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.871386,13.5581,1.09385,0.0415047,0.00323263,,0.8867,8,8.5e-14
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,HAM,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.871386,13.5581,0.519124,0.087455,8.84509e-07,,0.8867,8,8.5e-14
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.974967,13.5581,2.30487,0.980532,13.2187,0.17097,0.01309,8,-1.1e-12
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.974967,13.5581,1.58783,1.42333,0.00828373,,0.01309,8,-1.1e-12
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.974967,13.5581,1.09385,2.06609,5.19116e-06,,0.01309,8,-1.1e-12
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.974967,13.5581,0.519124,4.35349,2.03864e-12,,0.01309,8,-1.1e-12
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999842,13.5581,2.30487,1.63567,13.5559,0.278107,0.683,10,7.1e-15
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999842,13.5581,1.58783,2.37432,3.38691e-07,,0.683,10,7.1e-15
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999842,13.5581,1.09385,3.44653,8.4621e-15,,0.683,10,7.1e-15
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999842,13.5581,0.519124,7.26223,5.28235e-30,,0.683,10,7.1e-15
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999937,13.5581,2.30487,1.70075,13.5572,0.289145,0.8432,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999937,13.5581,1.58783,2.46879,5.42834e-08,,0.8432,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999937,13.5581,1.09385,3.58366,2.17352e-16,,0.8432,13,-8.5e-14
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999937,13.5581,0.519124,7.55118,3.48464e-33,,0.8432,13,-8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999961,13.5581,2.30487,0.872066,13.5575,0.148257,0.8963,12,-8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999961,13.5581,1.58783,1.26588,2.09576e-08,,0.8963,12,-8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999961,13.5581,1.09385,1.83754,3.23969e-17,,0.8963,12,-8.5e-14
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999961,13.5581,0.519124,3.87191,7.74154e-35,,0.8963,12,-8.5e-14
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999982,13.5581,2.30487,0.0196974,13.5578,0.00334862,0.9495,10,9.5e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999982,13.5581,1.58783,0.0285926,4.33206e-09,,0.9495,10,9.5e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999982,13.5581,1.09385,0.0415047,1.3842e-18,,0.9495,10,9.5e-11
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999982,13.5581,0.519124,0.087455,1.41321e-37,,0.9495,10,9.5e-11
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.99985,13.5581,2.30487,1.63567,13.556,0.278105,0.6634,12,2.1e-12
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.99985,13.5581,1.58783,2.37432,3.06585e-07,,0.6634,12,2.1e-12
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.99985,13.5581,1.09385,3.44653,6.93376e-15,,0.6634,12,2.1e-12
R500,pairs_frozen,ZHA2017 frozen at 500 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.99985,13.5581,0.519124,7.26223,3.54654e-30,,0.6634,12,2.1e-12
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999974,13.5581,2.30487,0.872066,13.5577,0.148255,0.8424,11,1.7e-12
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999974,13.5581,1.58783,1.26588,9.11918e-09,,0.8424,11,1.7e-12
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999974,13.5581,1.09385,1.83754,6.13374e-18,,0.8424,11,1.7e-12
R800,pairs_frozen,ZHA2017 frozen at 800 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.999974,13.5581,0.519124,3.87191,2.77501e-36,,0.8424,11,1.7e-12
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999992,13.5581,2.30487,0.0196974,13.558,0.00334859,0.885,10,2.3e-13
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999992,13.5581,1.58783,0.0285926,8.33522e-10,,0.885,10,2.3e-13
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999992,13.5581,1.09385,0.0415047,5.12437e-20,,0.885,10,2.3e-13
R1000,pairs_frozen,ZHA2017 frozen at 1000 C,900,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.999992,13.5581,0.519124,0.087455,1.93681e-40,,0.885,10,2.3e-13
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.201769,13.5581,2.30487,0.980532,2.7356,0.826144,0.6506,10,1.8e-15
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.201769,13.5581,1.58783,1.42333,1.74305,1.29658,0.6506,10,1.8e-15
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.201769,13.5581,1.09385,2.06609,1.11062,2.0349,0.6506,10,1.8e-15
A600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.201769,13.5581,0.519124,4.35349,0.4509,5.0122,0.6506,10,1.8e-15
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.390975,13.5581,2.30487,1.63567,5.30087,0.711205,0.7775,9,2.8e-14
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.390975,13.5581,1.58783,2.37432,1.96615,1.91745,0.7775,9,2.8e-14
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.390975,13.5581,1.09385,3.44653,0.729267,5.16957,0.7775,9,2.8e-14
R500,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.390975,13.5581,0.519124,7.26223,0.100329,,0.7775,9,2.8e-14
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.601716,13.5581,2.30487,1.70075,8.1581,0.480504,0.8583,7,-1.5e-12
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.601716,13.5581,1.58783,2.46879,1.29412,3.02908,0.8583,7,-1.5e-12
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.601716,13.5581,1.09385,3.58366,0.205287,19.0953,0.8583,7,-1.5e-12
R600,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.601716,13.5581,0.519124,7.55118,0.00516574,,0.8583,7,-1.5e-12
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.742693,13.5581,2.30487,0.872066,10.0695,0.199613,0.9005,8,-1.1e-13
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.742693,13.5581,1.58783,1.26588,0.666668,3.01499,0.9005,8,-1.1e-13
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.742693,13.5581,1.09385,1.83754,0.044138,,0.9005,8,-1.1e-13
R800,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP PAIRS_BEYOND_DILUTE,0.742693,13.5581,0.519124,3.87191,0.000193472,,0.9005,8,-1.1e-13
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.909222,13.5581,2.30487,0.0196974,12.3273,0.00368289,0.9499,12,4.9e-10
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.909222,13.5581,1.58783,0.0285926,0.101586,,0.9499,12,4.9e-10
R1000,pairs_eq,ZHA2017 at 600 C,900,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION PAIRS_BEYOND_DILUTE,0.909222,13.5581,1.09385,0.0415047,0.000837142,,0.9499,12,4.9e-10
