sample,status,diameter_nm,energy_map,closure,reactive,theta_bri,N_react_umol_g,TOF_s_1,iterations,inventory_residual,charge_residual
A600,VALID,600,PAB,LOCAL,BRI,0.0393994,0.801269,2.82053,11,-3.6e-15,3.6e-15
A600,VALID,600,PAB,LOCAL,ISO_z2,0.0393994,0.739374,3.05664,11,-3.6e-15,3.6e-15
A600,VALID,600,PAB,LOCAL,ISO_z4,0.0393994,0.68226,3.31252,11,-3.6e-15,3.6e-15
A600,VALID,600,PAB,LOCAL,ISO_z8,0.0393994,0.580927,3.89034,11,-3.6e-15,3.6e-15
R500,VALID,600,PAB,LOCAL,BRI,0.100452,2.0429,1.84542,10,1.4e-14,2.7e-15
R500,VALID,600,PAB,LOCAL,ISO_z2,0.100452,1.65309,2.28058,10,1.4e-14,2.7e-15
R500,VALID,600,PAB,LOCAL,ISO_z4,0.100452,1.33766,2.81836,10,1.4e-14,2.7e-15
R500,VALID,600,PAB,LOCAL,ISO_z8,0.100452,0.875875,4.30427,10,1.4e-14,2.7e-15
R600,VALID,600,PAB,LOCAL,BRI,0.218328,4.44016,0.882852,9,-7.1e-14,5.7e-14
R600,VALID,600,PAB,LOCAL,ISO_z2,0.218328,2.71298,1.4449,9,-7.1e-14,5.7e-14
R600,VALID,600,PAB,LOCAL,ISO_z4,0.218328,1.65766,2.36477,9,-7.1e-14,5.7e-14
R600,VALID,600,PAB,LOCAL,ISO_z8,0.218328,0.618864,6.33419,9,-7.1e-14,5.7e-14
R800,VALID,600,PAB,LOCAL,BRI,0.354354,7.20654,0.278913,8,-2.8e-14,1.7e-13
R800,VALID,600,PAB,LOCAL,ISO_z2,0.354354,3.0041,0.669084,8,-2.8e-14,1.7e-13
R800,VALID,600,PAB,LOCAL,ISO_z4,0.354354,1.25229,1.60506,8,-2.8e-14,1.7e-13
R800,VALID,600,PAB,LOCAL,ISO_z8,0.354354,0.217611,9.23667,8,-2.8e-14,1.7e-13
R1000,VALID,600,PAB,LOCAL,BRI,0.612451,12.4555,0.00364499,6,-5.8e-11,3.2e-10
R1000,VALID,600,PAB,LOCAL,ISO_z2,0.612451,1.87074,0.0242685,6,-5.8e-11,3.2e-10
R1000,VALID,600,PAB,LOCAL,ISO_z4,0.612451,0.280975,0.16158,6,-5.8e-11,3.2e-10
R1000,INVALID,600,PAB,LOCAL,ISO_z8,0.612451,0.00633833,7.16277,6,-5.8e-11,3.2e-10
A600,VALID,600,HAM,LOCAL,BRI,0.173703,3.53262,0.639751,11,-1.8e-15,2.1e-14
A600,VALID,600,HAM,LOCAL,ISO_z2,0.173703,2.41196,0.936999,11,-1.8e-15,2.1e-14
A600,VALID,600,HAM,LOCAL,ISO_z4,0.173703,1.6468,1.37236,11,-1.8e-15,2.1e-14
A600,VALID,600,HAM,LOCAL,ISO_z8,0.173703,0.767688,2.9439,11,-1.8e-15,2.1e-14
R500,VALID,600,HAM,LOCAL,BRI,0.381014,7.74871,0.486532,10,-7.1e-15,4.3e-14
R500,VALID,600,HAM,LOCAL,ISO_z2,0.381014,2.96887,1.26984,10,-7.1e-15,4.3e-14
R500,VALID,600,HAM,LOCAL,ISO_z4,0.381014,1.13751,3.31427,10,-7.1e-15,4.3e-14
R500,INVALID,600,HAM,LOCAL,ISO_z8,0.381014,0.166985,22.5769,10,-7.1e-15,4.3e-14
R600,VALID,600,HAM,LOCAL,BRI,0.62932,12.7985,0.306285,9,-7.1e-14,7.1e-15
R600,VALID,600,HAM,LOCAL,ISO_z2,0.62932,1.75857,2.22908,9,-7.1e-14,7.1e-15
R600,VALID,600,HAM,LOCAL,ISO_z4,0.62932,0.241635,16.2228,9,-7.1e-14,7.1e-15
R600,INVALID,600,HAM,LOCAL,ISO_z8,0.62932,0.00456203,859.267,9,-7.1e-14,7.1e-15
R800,VALID,600,HAM,LOCAL,BRI,0.780562,15.8744,0.126619,8,5.7e-14,2.3e-13
R800,VALID,600,HAM,LOCAL,ISO_z2,0.780562,0.7644,2.62951,8,5.7e-14,2.3e-13
R800,INVALID,600,HAM,LOCAL,ISO_z4,0.780562,0.0368083,54.6073,8,5.7e-14,2.3e-13
R800,INVALID,600,HAM,LOCAL,ISO_z8,0.780562,8.53483e-05,23550.6,8,5.7e-14,2.3e-13
R1000,VALID,600,HAM,LOCAL,BRI,0.907511,18.4561,0.00245989,6,-6.9e-11,4.1e-10
R1000,INVALID,600,HAM,LOCAL,ISO_z2,0.907511,0.157879,0.287563,6,-6.9e-11,4.1e-10
R1000,INVALID,600,HAM,LOCAL,ISO_z4,0.907511,0.00135054,33.6163,6,-6.9e-11,4.1e-10
R1000,INVALID,600,HAM,LOCAL,ISO_z8,0.907511,9.88261e-08,459393,6,-6.9e-11,4.1e-10
A600,VALID,600,LI_SBR1,LOCAL,BRI,0.227765,4.63208,0.487901,11,-1.8e-15,7.1e-15
A600,VALID,600,LI_SBR1,LOCAL,ISO_z2,0.227765,2.76233,0.818151,11,-1.8e-15,7.1e-15
A600,VALID,600,LI_SBR1,LOCAL,ISO_z4,0.227765,1.6473,1.37194,11,-1.8e-15,7.1e-15
A600,VALID,600,LI_SBR1,LOCAL,ISO_z8,0.227765,0.585829,3.85778,11,-1.8e-15,7.1e-15
R500,VALID,600,LI_SBR1,LOCAL,BRI,0.47637,9.68797,0.389142,10,7.1e-15,7.1e-15
R500,VALID,600,LI_SBR1,LOCAL,ISO_z2,0.47637,2.65633,1.41925,10,7.1e-15,7.1e-15
R500,VALID,600,LI_SBR1,LOCAL,ISO_z4,0.47637,0.728337,5.17618,10,7.1e-15,7.1e-15
R500,INVALID,600,LI_SBR1,LOCAL,ISO_z8,0.47637,0.054756,68.8509,10,7.1e-15,7.1e-15
R600,VALID,600,LI_SBR1,LOCAL,BRI,0.726821,14.7814,0.265198,9,2.8e-14,1.7e-13
R600,VALID,600,LI_SBR1,LOCAL,ISO_z2,0.726821,1.10309,3.55365,9,2.8e-14,1.7e-13
R600,INVALID,600,LI_SBR1,LOCAL,ISO_z4,0.726821,0.08232,47.6191,9,2.8e-14,1.7e-13
R600,INVALID,600,LI_SBR1,LOCAL,ISO_z8,0.726821,0.000458452,8550.51,9,2.8e-14,1.7e-13
R800,VALID,600,LI_SBR1,LOCAL,BRI,0.855209,17.3925,0.115567,8,2.8e-14,1.1e-13
R800,VALID,600,LI_SBR1,LOCAL,ISO_z2,0.855209,0.364622,5.51255,8,2.8e-14,1.1e-13
R800,INVALID,600,LI_SBR1,LOCAL,ISO_z4,0.855209,0.00764409,262.948,8,2.8e-14,1.1e-13
R800,INVALID,600,LI_SBR1,LOCAL,ISO_z8,0.855209,3.35962e-06,598282,8,2.8e-14,1.1e-13
R1000,VALID,600,LI_SBR1,LOCAL,BRI,0.958754,19.4983,0.00232841,6,2.1e-10,4.5e-10
R1000,INVALID,600,LI_SBR1,LOCAL,ISO_z2,0.958754,0.0331718,1.36863,6,2.1e-10,4.5e-10
R1000,INVALID,600,LI_SBR1,LOCAL,ISO_z4,0.958754,5.64343e-05,804.476,6,2.1e-10,4.5e-10
R1000,INVALID,600,LI_SBR1,LOCAL,ISO_z8,0.958754,1.63339e-10,2.7795e+08,6,2.1e-10,4.5e-10
A600,VALID,600,LI_L2,LOCAL,BRI,0.218996,4.45375,0.507438,11,-3.6e-15,1.4e-14
A600,VALID,600,LI_L2,LOCAL,ISO_z2,0.218996,2.71664,0.83191,11,-3.6e-15,1.4e-14
A600,VALID,600,LI_L2,LOCAL,ISO_z4,0.218996,1.65706,1.36386,11,-3.6e-15,1.4e-14
A600,VALID,600,LI_L2,LOCAL,ISO_z8,0.218996,0.616525,3.66571,11,-3.6e-15,1.4e-14
R500,VALID,600,LI_L2,LOCAL,BRI,0.462317,9.40219,0.40097,10,3.6e-14,5.0e-14
R500,VALID,600,LI_L2,LOCAL,ISO_z2,0.462317,2.7182,1.38695,10,3.6e-14,5.0e-14
R500,VALID,600,LI_L2,LOCAL,ISO_z4,0.462317,0.785838,4.79742,10,3.6e-14,5.0e-14
R500,INVALID,600,LI_L2,LOCAL,ISO_z8,0.462317,0.0656807,57.3989,10,3.6e-14,5.0e-14
R600,VALID,600,LI_L2,LOCAL,BRI,0.716012,14.5616,0.269201,9,1.4e-14,1.8e-15
R600,VALID,600,LI_L2,LOCAL,ISO_z2,0.716012,1.17438,3.33794,9,1.4e-14,1.8e-15
R600,INVALID,600,LI_L2,LOCAL,ISO_z4,0.716012,0.0947124,41.3885,9,1.4e-14,1.8e-15
R600,INVALID,600,LI_L2,LOCAL,ISO_z8,0.716012,0.000616033,6363.3,9,1.4e-14,1.8e-15
R800,VALID,600,LI_L2,LOCAL,BRI,0.850705,17.3009,0.116179,8,2.8e-14,5.7e-14
R800,VALID,600,LI_L2,LOCAL,ISO_z2,0.850705,0.385618,5.21241,8,2.8e-14,5.7e-14
R800,INVALID,600,LI_L2,LOCAL,ISO_z4,0.850705,0.00859503,233.856,8,2.8e-14,5.7e-14
R800,INVALID,600,LI_L2,LOCAL,ISO_z8,0.850705,4.26999e-06,470728,8,2.8e-14,5.7e-14
R1000,VALID,600,LI_L2,LOCAL,BRI,0.964345,19.612,0.00231491,6,3.0e-10,6.3e-10
R1000,INVALID,600,LI_L2,LOCAL,ISO_z2,0.964345,0.0249326,1.82091,6,3.0e-10,6.3e-10
R1000,INVALID,600,LI_L2,LOCAL,ISO_z4,0.964345,3.16968e-05,1432.32,6,3.0e-10,6.3e-10
R1000,INVALID,600,LI_L2,LOCAL,ISO_z8,0.964345,5.12282e-11,8.86231e+08,6,3.0e-10,6.3e-10
A600,VALID,600,LI_CONT_xi0.25,LOCAL,BRI,0.104298,2.12112,1.06548,18,-1.0e-11,4.2e-12
A600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z2,0.104298,1.70173,1.32806,18,-1.0e-11,4.2e-12
A600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z4,0.104298,1.36527,1.65535,18,-1.0e-11,4.2e-12
A600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z8,0.104298,0.878766,2.57179,18,-1.0e-11,4.2e-12
R500,VALID,600,LI_CONT_xi0.25,LOCAL,BRI,0.178311,3.62632,1.03962,15,3.3e-11,1.2e-11
R500,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z2,0.178311,2.4484,1.53978,15,3.3e-11,1.2e-11
R500,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z4,0.178311,1.65309,2.28058,15,3.3e-11,1.2e-11
R500,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z8,0.178311,0.753576,5.00281,15,3.3e-11,1.2e-11
R600,VALID,600,LI_CONT_xi0.25,LOCAL,BRI,0.225684,4.58975,0.854076,10,2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z2,0.225684,2.75186,1.42449,10,2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z4,0.225684,1.64992,2.37587,10,2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z8,0.225684,0.593111,6.60922,10,2.8e-14,2.8e-16
R800,VALID,600,LI_CONT_xi0.25,LOCAL,BRI,0.24126,4.90653,0.409658,8,8.5e-14,3.3e-16
R800,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z2,0.24126,2.82462,0.7116,8,8.5e-14,3.3e-16
R800,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z4,0.24126,1.6261,1.23609,8,8.5e-14,3.3e-16
R800,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z8,0.24126,0.538912,3.72974,8,8.5e-14,3.3e-16
R1000,VALID,600,LI_CONT_xi0.25,LOCAL,BRI,0.249036,5.06468,0.00896405,6,-6.4e-11,7.0e-13
R1000,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z2,0.249036,2.85621,0.0158952,6,-6.4e-11,7.0e-13
R1000,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z4,0.249036,1.61075,0.0281857,6,-6.4e-11,7.0e-13
R1000,VALID,600,LI_CONT_xi0.25,LOCAL,ISO_z8,0.249036,0.512275,0.0886243,6,-6.4e-11,7.0e-13
A600,VALID,600,LI_CONT_xi0.5,LOCAL,BRI,0.0957499,1.94727,1.1606,16,1.3e-11,4.3e-12
A600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z2,0.0957499,1.59222,1.4194,16,1.3e-11,4.3e-12
A600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z4,0.0957499,1.30191,1.73591,16,1.3e-11,4.3e-12
A600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z8,0.0957499,0.870434,2.59641,16,1.3e-11,4.3e-12
R500,VALID,600,LI_CONT_xi0.5,LOCAL,BRI,0.171169,3.48107,1.083,12,3.4e-11,1.5e-11
R500,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z2,0.171169,2.39136,1.57651,12,3.4e-11,1.5e-11
R500,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z4,0.171169,1.64277,2.2949,12,3.4e-11,1.5e-11
R500,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z8,0.171169,0.775252,4.86294,12,3.4e-11,1.5e-11
R600,VALID,600,LI_CONT_xi0.5,LOCAL,BRI,0.223143,4.53808,0.863802,9,-2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z2,0.223143,2.73876,1.4313,9,-2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z4,0.223143,1.65286,2.37164,9,-2.8e-14,2.8e-16
R600,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z8,0.223143,0.602007,6.51156,9,-2.8e-14,2.8e-16
R800,VALID,600,LI_CONT_xi0.5,LOCAL,BRI,0.24054,4.89189,0.410884,8,-2.8e-14,2.2e-16
R800,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z2,0.24054,2.82154,0.712377,8,-2.8e-14,2.2e-16
R800,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z4,0.24054,1.6274,1.2351,8,-2.8e-14,2.2e-16
R800,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z8,0.24054,0.541395,3.71263,8,-2.8e-14,2.2e-16
R1000,VALID,600,LI_CONT_xi0.5,LOCAL,BRI,0.249,5.06395,0.00896534,6,-9.3e-11,8.7e-13
R1000,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z2,0.249,2.85607,0.015896,6,-9.3e-11,8.7e-13
R1000,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z4,0.249,1.61082,0.0281844,6,-9.3e-11,8.7e-13
R1000,VALID,600,LI_CONT_xi0.5,LOCAL,ISO_z8,0.249,0.512397,0.0886032,6,-9.3e-11,8.7e-13
A600,VALID,600,LI_CONT_xi1,LOCAL,BRI,0.0817867,1.6633,1.35874,16,5.9e-12,3.6e-12
A600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z2,0.0817867,1.40236,1.61157,16,5.9e-12,3.6e-12
A600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z4,0.0817867,1.18235,1.91145,16,5.9e-12,3.6e-12
A600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z8,0.0817867,0.840466,2.68898,16,5.9e-12,3.6e-12
R500,VALID,600,LI_CONT_xi1,LOCAL,BRI,0.157353,3.20009,1.17809,15,-3.6e-11,1.7e-11
R500,VALID,600,LI_CONT_xi1,LOCAL,ISO_z2,0.157353,2.27224,1.65915,15,-3.6e-11,1.7e-11
R500,VALID,600,LI_CONT_xi1,LOCAL,ISO_z4,0.157353,1.61342,2.33666,15,-3.6e-11,1.7e-11
R500,VALID,600,LI_CONT_xi1,LOCAL,ISO_z8,0.157353,0.813448,4.63459,15,-3.6e-11,1.7e-11
R600,VALID,600,LI_CONT_xi1,LOCAL,BRI,0.217568,4.42469,0.885937,9,-5.7e-14,3.1e-16
R600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z2,0.217568,2.7088,1.44714,9,-5.7e-14,3.1e-16
R600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z4,0.217568,1.65833,2.36383,9,-5.7e-14,3.1e-16
R600,VALID,600,LI_CONT_xi1,LOCAL,ISO_z8,0.217568,0.621523,6.30708,9,-5.7e-14,3.1e-16
R800,VALID,600,LI_CONT_xi1,LOCAL,BRI,0.238933,4.85921,0.413648,8,-2.8e-14,5.6e-16
R800,VALID,600,LI_CONT_xi1,LOCAL,ISO_z2,0.238933,2.81456,0.714143,8,-2.8e-14,5.6e-16
R800,VALID,600,LI_CONT_xi1,LOCAL,ISO_z4,0.238933,1.63026,1.23293,8,-2.8e-14,5.6e-16
R800,VALID,600,LI_CONT_xi1,LOCAL,ISO_z8,0.238933,0.54695,3.67493,8,-2.8e-14,5.6e-16
R1000,VALID,600,LI_CONT_xi1,LOCAL,BRI,0.248924,5.06239,0.0089681,6,-1.8e-10,1.3e-12
R1000,VALID,600,LI_CONT_xi1,LOCAL,ISO_z2,0.248924,2.85577,0.0158976,6,-1.8e-10,1.3e-12
R1000,VALID,600,LI_CONT_xi1,LOCAL,ISO_z4,0.248924,1.61098,0.0281815,6,-1.8e-10,1.3e-12
R1000,VALID,600,LI_CONT_xi1,LOCAL,ISO_z8,0.248924,0.512657,0.0885582,6,-1.8e-10,1.3e-12
A600,VALID,300,PAB,NEUTRAL,BRI,0.27078,11.0138,0.205198,12,7.1e-15,0.0e+00
A600,VALID,300,PAB,NEUTRAL,ISO_z2,0.27078,5.85669,0.385883,12,7.1e-15,0.0e+00
A600,VALID,300,PAB,NEUTRAL,ISO_z4,0.27078,3.11437,0.725669,12,7.1e-15,0.0e+00
A600,VALID,300,PAB,NEUTRAL,ISO_z8,0.27078,0.880651,2.56628,12,7.1e-15,0.0e+00
R500,VALID,300,PAB,NEUTRAL,BRI,0.652777,26.5512,0.14199,11,7.1e-15,0.0e+00
R500,VALID,300,PAB,NEUTRAL,ISO_z2,0.652777,3.20111,1.17772,11,7.1e-15,0.0e+00
R500,INVALID,300,PAB,NEUTRAL,ISO_z4,0.652777,0.385938,9.76841,11,7.1e-15,0.0e+00
R500,INVALID,300,PAB,NEUTRAL,ISO_z8,0.652777,0.00560985,672.032,11,7.1e-15,0.0e+00
R600,VALID,300,PAB,NEUTRAL,BRI,0.971561,39.5175,0.0991967,11,1.4e-14,0.0e+00
R600,INVALID,300,PAB,NEUTRAL,ISO_z2,0.971561,0.0319608,122.65,11,1.4e-14,0.0e+00
R600,INVALID,300,PAB,NEUTRAL,ISO_z4,0.971561,2.58492e-05,151649,11,1.4e-14,0.0e+00
R600,INVALID,300,PAB,NEUTRAL,ISO_z8,0.971561,1.69085e-11,2.31836e+11,11,1.4e-14,0.0e+00
R800,VALID,300,PAB,NEUTRAL,BRI,0.994869,40.4655,0.0496719,10,2.8e-14,0.0e+00
R800,INVALID,300,PAB,NEUTRAL,ISO_z2,0.994869,0.00106516,1887.03,10,2.8e-14,0.0e+00
R800,INVALID,300,PAB,NEUTRAL,ISO_z4,0.994869,2.8038e-08,7.16884e+07,10,2.8e-14,0.0e+00
R800,INVALID,300,PAB,NEUTRAL,ISO_z8,0.994869,1.94272e-17,1.03463e+17,10,2.8e-14,0.0e+00
R1000,VALID,300,PAB,NEUTRAL,BRI,0.999222,40.6425,0.00111706,8,0.0e+00,0.0e+00
R1000,INVALID,300,PAB,NEUTRAL,ISO_z2,0.999222,2.46044e-05,1845.2,8,0.0e+00,0.0e+00
R1000,INVALID,300,PAB,NEUTRAL,ISO_z4,0.999222,1.48952e-11,3.04797e+09,8,0.0e+00,0.0e+00
R1000,INVALID,300,PAB,NEUTRAL,ISO_z8,0.999222,5.45895e-24,8.31662e+21,8,0.0e+00,0.0e+00
A600,VALID,300,HAM,NEUTRAL,BRI,0.327921,13.3379,0.169442,12,7.1e-15,0.0e+00
A600,VALID,300,HAM,NEUTRAL,ISO_z2,0.327921,6.02461,0.375128,12,7.1e-15,0.0e+00
A600,VALID,300,HAM,NEUTRAL,ISO_z4,0.327921,2.72125,0.830499,12,7.1e-15,0.0e+00
A600,VALID,300,HAM,NEUTRAL,ISO_z8,0.327921,0.5552,4.0706,12,7.1e-15,0.0e+00
R500,VALID,300,HAM,NEUTRAL,BRI,0.869573,35.3692,0.10659,11,-7.6e-13,0.0e+00
R500,VALID,300,HAM,NEUTRAL,ISO_z2,0.869573,0.601675,6.26584,11,-7.6e-13,0.0e+00
R500,INVALID,300,HAM,NEUTRAL,ISO_z4,0.869573,0.0102353,368.334,11,-7.6e-13,0.0e+00
R500,INVALID,300,HAM,NEUTRAL,ISO_z8,0.869573,2.96192e-06,1.27282e+06,11,-7.6e-13,0.0e+00
R600,VALID,300,HAM,NEUTRAL,BRI,0.999796,40.6659,0.0963953,12,1.4e-14,0.0e+00
R600,INVALID,300,HAM,NEUTRAL,ISO_z2,0.999796,1.69594e-06,2.3114e+06,12,1.4e-14,0.0e+00
R600,INVALID,300,HAM,NEUTRAL,ISO_z4,0.999796,7.07282e-14,5.54234e+13,12,1.4e-14,0.0e+00
R600,INVALID,300,HAM,NEUTRAL,ISO_z8,0.999796,1.23014e-28,3.18662e+28,12,1.4e-14,0.0e+00
R800,VALID,300,HAM,NEUTRAL,BRI,0.999974,40.6731,0.0494184,10,-2.8e-14,0.0e+00
R800,INVALID,300,HAM,NEUTRAL,ISO_z2,0.999974,2.66268e-08,7.54878e+07,10,-2.8e-14,0.0e+00
R800,INVALID,300,HAM,NEUTRAL,ISO_z4,0.999974,1.74314e-17,1.15309e+17,10,-2.8e-14,0.0e+00
R800,INVALID,300,HAM,NEUTRAL,ISO_z8,0.999974,7.47059e-36,2.69055e+35,10,-2.8e-14,0.0e+00
R1000,VALID,300,HAM,NEUTRAL,BRI,0.999996,40.674,0.00111619,8,1.1e-13,0.0e+00
R1000,INVALID,300,HAM,NEUTRAL,ISO_z2,0.999996,6.0847e-10,7.46134e+07,8,1.1e-13,0.0e+00
R1000,INVALID,300,HAM,NEUTRAL,ISO_z4,0.999996,9.1025e-21,4.98764e+18,8,1.1e-13,0.0e+00
R1000,INVALID,300,HAM,NEUTRAL,ISO_z8,0.999996,2.03706e-42,2.2287e+40,8,1.1e-13,0.0e+00
A600,VALID,300,LI_SBR1,NEUTRAL,BRI,0.330475,13.4418,0.168132,14,1.2e-14,0.0e+00
A600,VALID,300,LI_SBR1,NEUTRAL,ISO_z2,0.330475,6.02547,0.375074,14,1.2e-14,0.0e+00
A600,VALID,300,LI_SBR1,NEUTRAL,ISO_z4,0.330475,2.701,0.836727,14,1.2e-14,0.0e+00
A600,VALID,300,LI_SBR1,NEUTRAL,ISO_z8,0.330475,0.542741,4.16405,14,1.2e-14,0.0e+00
R500,VALID,300,LI_SBR1,NEUTRAL,BRI,0.902222,36.6972,0.102733,15,-7.1e-15,0.0e+00
R500,INVALID,300,LI_SBR1,NEUTRAL,ISO_z2,0.902222,0.350843,10.7455,15,-7.1e-15,0.0e+00
R500,INVALID,300,LI_SBR1,NEUTRAL,ISO_z4,0.902222,0.00335423,1123.95,15,-7.1e-15,0.0e+00
R500,INVALID,300,LI_SBR1,NEUTRAL,ISO_z8,0.902222,3.06587e-07,1.22967e+07,15,-7.1e-15,0.0e+00
R600,VALID,300,LI_SBR1,NEUTRAL,BRI,0.999959,40.6725,0.0963796,11,6.7e-11,0.0e+00
R600,INVALID,300,LI_SBR1,NEUTRAL,ISO_z2,0.999959,6.89729e-08,5.68339e+07,11,6.7e-11,0.0e+00
R600,INVALID,300,LI_SBR1,NEUTRAL,ISO_z4,0.999959,1.16965e-16,3.35143e+16,11,6.7e-11,0.0e+00
R600,INVALID,300,LI_SBR1,NEUTRAL,ISO_z8,0.999959,3.36365e-34,1.1654e+34,11,6.7e-11,0.0e+00
R800,VALID,300,LI_SBR1,NEUTRAL,BRI,0.999994,40.6739,0.0494174,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_SBR1,NEUTRAL,ISO_z2,0.999994,1.4964e-09,1.34323e+09,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_SBR1,NEUTRAL,ISO_z4,0.999994,5.50527e-20,3.65105e+19,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_SBR1,NEUTRAL,ISO_z8,0.999994,7.45144e-41,2.69746e+40,10,-5.7e-14,0.0e+00
R1000,VALID,300,LI_SBR1,NEUTRAL,BRI,0.999999,40.6741,0.00111619,8,0.0e+00,0.0e+00
R1000,INVALID,300,LI_SBR1,NEUTRAL,ISO_z2,0.999999,3.68391e-11,1.23239e+09,8,0.0e+00,0.0e+00
R1000,INVALID,300,LI_SBR1,NEUTRAL,ISO_z4,0.999999,3.33657e-23,1.36068e+21,8,0.0e+00,0.0e+00
R1000,INVALID,300,LI_SBR1,NEUTRAL,ISO_z8,0.999999,2.73704e-47,1.65872e+45,8,0.0e+00,0.0e+00
A600,VALID,300,LI_L2,NEUTRAL,BRI,0.329899,13.4184,0.168426,12,-8.9e-15,0.0e+00
A600,VALID,300,LI_L2,NEUTRAL,ISO_z2,0.329899,6.02532,0.375084,12,-8.9e-15,0.0e+00
A600,VALID,300,LI_L2,NEUTRAL,ISO_z4,0.329899,2.70558,0.835309,12,-8.9e-15,0.0e+00
A600,VALID,300,LI_L2,NEUTRAL,ISO_z8,0.329899,0.545535,4.14273,12,-8.9e-15,0.0e+00
R500,VALID,300,LI_L2,NEUTRAL,BRI,0.892857,36.3162,0.10381,14,7.1e-15,0.0e+00
R500,VALID,300,LI_L2,NEUTRAL,ISO_z2,0.892857,0.416897,9.04299,14,7.1e-15,0.0e+00
R500,INVALID,300,LI_L2,NEUTRAL,ISO_z4,0.892857,0.00478583,787.742,14,7.1e-15,0.0e+00
R500,INVALID,300,LI_L2,NEUTRAL,ISO_z8,0.892857,6.30688e-07,5.9776e+06,14,7.1e-15,0.0e+00
R600,VALID,300,LI_L2,NEUTRAL,BRI,0.999183,40.641,0.0964544,11,1.6e-12,0.0e+00
R600,INVALID,300,LI_L2,NEUTRAL,ISO_z2,0.999183,2.71037e-05,144630,11,1.6e-12,0.0e+00
R600,INVALID,300,LI_L2,NEUTRAL,ISO_z4,0.999183,1.80756e-11,2.16866e+11,11,1.6e-12,0.0e+00
R600,INVALID,300,LI_L2,NEUTRAL,ISO_z8,0.999183,8.0394e-24,4.87598e+23,11,1.6e-12,0.0e+00
R800,VALID,300,LI_L2,NEUTRAL,BRI,0.999942,40.6718,0.04942,10,-1.4e-11,0.0e+00
R800,INVALID,300,LI_L2,NEUTRAL,ISO_z2,0.999942,1.39161e-07,1.44437e+07,10,-1.4e-11,0.0e+00
R800,INVALID,300,LI_L2,NEUTRAL,ISO_z4,0.999942,4.7615e-16,4.22136e+15,10,-1.4e-11,0.0e+00
R800,INVALID,300,LI_L2,NEUTRAL,ISO_z8,0.999942,5.57435e-33,3.6058e+32,10,-1.4e-11,0.0e+00
R1000,VALID,300,LI_L2,NEUTRAL,BRI,0.999999,40.6741,0.00111619,8,4.8e-12,0.0e+00
R1000,INVALID,300,LI_L2,NEUTRAL,ISO_z2,0.999999,5.38052e-11,8.43785e+08,8,4.8e-12,0.0e+00
R1000,INVALID,300,LI_L2,NEUTRAL,ISO_z4,0.999999,7.11753e-23,6.37862e+20,8,4.8e-12,0.0e+00
R1000,INVALID,300,LI_L2,NEUTRAL,ISO_z8,0.999999,1.24549e-46,3.64515e+44,8,4.8e-12,0.0e+00
A600,VALID,300,LI_CONT_xi0.25,NEUTRAL,BRI,0.816751,33.2207,0.0680299,12,7.1e-15,0.0e+00
A600,VALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z2,0.816751,1.11556,2.0259,12,7.1e-15,0.0e+00
