sample,energy_map,cutoff_nm,dG_eV,f110,eps,reactive,theta_bri,reconstructed_fraction,N_bridging_umol_g,N_reconstructed_row_umol_g,N_basal_L1_umol_g,N_L1_subbridging_umol_g,N_subsurface_L2_4_umol_g,N_bulk_umol_g,N_react_umol_g,TOF_s_1,site_class,flags,Q_vs_R600,Q_ref_below_threshold
R1100,PAB,0.28,-0.4,0.75,107 (c_axis),BRI+BASAL,0.239327,0.936066,0.117315,3.58736,1.08978e-05,2.2099,0.601676,1336.48,0.117326,0.207371,OK,YUAN_STRONG_REDUCTION,0.0352699,
A600,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.0525627,0.00286315,0.267748,0.00730591,1.94623e-07,0.0731236,0.00373497,13.0981,0.267748,8.44076,OK,,0.899775,
A600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.0525627,0.00286315,0.267748,0.00730591,1.94623e-07,0.0731236,0.00373497,13.0981,0.240349,9.40301,OK,,0.823864,
A600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.0525627,0.00286315,0.267748,0.00730591,1.94623e-07,0.0731236,0.00373497,13.0981,0.215753,10.475,OK,,0.754362,
A600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.0525627,0.00286315,0.267748,0.00730591,1.94623e-07,0.0731236,0.00373497,13.0981,0.173854,12.9994,OK,,0.632445,
A600,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.0525627,0.00286315,0.267748,0.00730591,1.94623e-07,0.0731236,0.00373497,13.0981,0.267749,8.44075,OK,,0.899775,
R500,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.07198,0.0229675,0.359314,0.058642,3.12627e-07,0.125968,0.00970729,36.2964,0.359314,10.4922,OK,,1.11846,
R500,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.07198,0.0229675,0.359314,0.058642,3.12627e-07,0.125968,0.00970729,36.2964,0.309457,12.1826,OK,,1.0674,
R500,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.07198,0.0229675,0.359314,0.058642,3.12627e-07,0.125968,0.00970729,36.2964,0.266517,14.1454,OK,,1.01869,
R500,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.07198,0.0229675,0.359314,0.058642,3.12627e-07,0.125968,0.00970729,36.2964,0.197686,19.0706,OK,,0.92782,
R500,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.07198,0.0229675,0.359314,0.058642,3.12627e-07,0.125968,0.00970729,36.2964,0.359315,10.4922,OK,,1.11846,
R600,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.0934056,0.124466,0.417867,0.317867,5.65368e-07,0.232395,0.024886,93.007,0.417867,9.38097,OK,,1,
R600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.0934056,0.124466,0.417867,0.317867,5.65368e-07,0.232395,0.024886,93.007,0.343459,11.4133,OK,,1,
R600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.0934056,0.124466,0.417867,0.317867,5.65368e-07,0.232395,0.024886,93.007,0.282301,13.8859,OK,,1,
R600,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.0934056,0.124466,0.417867,0.317867,5.65368e-07,0.232395,0.024886,93.007,0.190715,20.5542,OK,,1,
R600,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.0934056,0.124466,0.417867,0.317867,5.65368e-07,0.232395,0.024886,93.007,0.417868,9.38096,OK,,1,
R800,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.11265,0.336509,0.381948,0.859508,1.13824e-06,0.426891,0.0576466,191.374,0.381948,5.2625,OK,,0.560976,
R800,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.11265,0.336509,0.381948,0.859508,1.13824e-06,0.426891,0.0576466,191.374,0.30075,6.68329,OK,,0.58557,
R800,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.11265,0.336509,0.381948,0.859508,1.13824e-06,0.426891,0.0576466,191.374,0.236814,8.48767,OK,,0.611244,
R800,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.11265,0.336509,0.381948,0.859508,1.13824e-06,0.426891,0.0576466,191.374,0.146829,13.6894,OK,,0.666015,
R800,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.11265,0.336509,0.381948,0.859508,1.13824e-06,0.426891,0.0576466,191.374,0.381949,5.26248,OK,,0.560975,
R1000,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.156613,0.821275,0.143051,2.09825,4.39512e-06,1.08113,0.23656,777.641,0.143051,0.31737,OK,YUAN_STRONG_REDUCTION,0.0338313,
R1000,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.156613,0.821275,0.143051,2.09825,4.39512e-06,1.08113,0.23656,777.641,0.101754,0.446173,OK,YUAN_STRONG_REDUCTION,0.0390924,
R1000,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.156613,0.821275,0.143051,2.09825,4.39512e-06,1.08113,0.23656,777.641,0.0723796,0.627249,OK,YUAN_STRONG_REDUCTION,0.0451716,
R1000,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.156613,0.821275,0.143051,2.09825,4.39512e-06,1.08113,0.23656,777.641,0.0366221,1.23969,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0603132,
R1000,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.156613,0.821275,0.143051,2.09825,4.39512e-06,1.08113,0.23656,777.641,0.143055,0.317361,OK,YUAN_STRONG_REDUCTION,0.0338303,
R1100,PAB,0.28,-0.4,0.5,64 (a_axis),BRI,0.194722,0.929249,0.0704147,2.37416,6.97186e-06,1.41519,0.41846,1338.72,0.0704147,0.345524,OK,YUAN_STRONG_REDUCTION,0.0368324,
R1100,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z2,0.194722,0.929249,0.0704147,2.37416,6.97186e-06,1.41519,0.41846,1338.72,0.045663,0.532816,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0466838,
R1100,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z4,0.194722,0.929249,0.0704147,2.37416,6.97186e-06,1.41519,0.41846,1338.72,0.0296119,0.82163,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0591701,
R1100,PAB,0.28,-0.4,0.5,64 (a_axis),ISO_z8,0.194722,0.929249,0.0704147,2.37416,6.97186e-06,1.41519,0.41846,1338.72,0.0124528,1.95377,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0950545,
R1100,PAB,0.28,-0.4,0.5,64 (a_axis),BRI+BASAL,0.194722,0.929249,0.0704147,2.37416,6.97186e-06,1.41519,0.41846,1338.72,0.0704217,0.34549,OK,YUAN_STRONG_REDUCTION,0.0368289,
A600,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.0683756,0.00292058,0.348251,0.00745007,2.42339e-07,0.0859573,0.00333302,13.005,0.348251,6.48958,OK,,0.945548,
A600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.0683756,0.00292058,0.348251,0.00745007,2.42339e-07,0.0859573,0.00333302,13.005,0.302271,7.47673,OK,,0.825861,
A600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.0683756,0.00292058,0.348251,0.00745007,2.42339e-07,0.0859573,0.00333302,13.005,0.262362,8.61404,OK,,0.721323,
A600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.0683756,0.00292058,0.348251,0.00745007,2.42339e-07,0.0859573,0.00333302,13.005,0.197657,11.434,OK,,0.55027,
A600,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.0683756,0.00292058,0.348251,0.00745007,2.42339e-07,0.0859573,0.00333302,13.005,0.348251,6.48957,OK,,0.945548,
R500,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.0954036,0.0238857,0.475776,0.0609774,3.86903e-07,0.145375,0.0081241,36.1597,0.475776,7.9239,OK,,1.15453,
R500,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.0954036,0.0238857,0.475776,0.0609774,3.86903e-07,0.145375,0.0081241,36.1597,0.389342,9.68301,OK,,1.06956,
R500,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.0954036,0.0238857,0.475776,0.0609774,3.86903e-07,0.145375,0.0081241,36.1597,0.31861,11.8327,OK,,0.990847,
R500,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.0954036,0.0238857,0.475776,0.0609774,3.86903e-07,0.145375,0.0081241,36.1597,0.213361,17.6695,OK,,0.850358,
R500,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.0954036,0.0238857,0.475776,0.0609774,3.86903e-07,0.145375,0.0081241,36.1597,0.475776,7.92389,OK,,1.15453,
R600,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.129331,0.13569,0.571154,0.3465,6.79851e-07,0.261481,0.02013,92.8007,0.571154,6.8633,OK,,1,
R600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.129331,0.13569,0.571154,0.3465,6.79851e-07,0.261481,0.02013,92.8007,0.432993,9.05326,OK,,1,
R600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.129331,0.13569,0.571154,0.3465,6.79851e-07,0.261481,0.02013,92.8007,0.328253,11.942,OK,,1,
R600,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.129331,0.13569,0.571154,0.3465,6.79851e-07,0.261481,0.02013,92.8007,0.188653,20.7789,OK,,1,
R600,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.129331,0.13569,0.571154,0.3465,6.79851e-07,0.261481,0.02013,92.8007,0.571155,6.86329,OK,,1,
R800,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.171106,0.379995,0.542121,0.97052,1.33464e-06,0.478084,0.0453479,191.064,0.542121,3.70766,OK,,0.540215,
R800,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.171106,0.379995,0.542121,0.97052,1.33464e-06,0.478084,0.0453479,191.064,0.372501,5.39597,OK,,0.596025,
R800,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.171106,0.379995,0.542121,0.97052,1.33464e-06,0.478084,0.0453479,191.064,0.255952,7.85305,OK,,0.657599,
R800,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.171106,0.379995,0.542121,0.97052,1.33464e-06,0.478084,0.0453479,191.064,0.120842,16.6332,OK,,0.800485,
R800,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.171106,0.379995,0.542121,0.97052,1.33464e-06,0.478084,0.0453479,191.064,0.542122,3.70765,OK,,0.540215,
R1000,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.322465,0.864592,0.223158,2.20893,5.24868e-06,1.26914,0.182432,777.316,0.223158,0.203443,OK,YUAN_STRONG_REDUCTION,0.0296422,
R1000,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.322465,0.864592,0.223158,2.20893,5.24868e-06,1.26914,0.182432,777.316,0.102451,0.443141,OK,YUAN_STRONG_REDUCTION,0.0489482,
R1000,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.322465,0.864592,0.223158,2.20893,5.24868e-06,1.26914,0.182432,777.316,0.0470344,0.965251,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0808283,
R1000,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.322465,0.864592,0.223158,2.20893,5.24868e-06,1.26914,0.182432,777.316,0.00991332,4.5797,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.220401,
R1000,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.322465,0.864592,0.223158,2.20893,5.24868e-06,1.26914,0.182432,777.316,0.223163,0.203438,OK,YUAN_STRONG_REDUCTION,0.0296415,
R1100,PAB,0.28,-0.4,0.5,107 (c_axis),BRI,0.419915,0.944178,0.119814,2.41231,8.46081e-06,1.68468,0.320175,1338.46,0.119814,0.203065,OK,YUAN_STRONG_REDUCTION,0.0295871,
R1100,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z2,0.419915,0.944178,0.119814,2.41231,8.46081e-06,1.68468,0.320175,1338.46,0.0403206,0.603414,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0666516,
R1100,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z4,0.419915,0.944178,0.119814,2.41231,8.46081e-06,1.68468,0.320175,1338.46,0.013569,1.79306,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.150147,
R1100,PAB,0.28,-0.4,0.5,107 (c_axis),ISO_z8,0.419915,0.944178,0.119814,2.41231,8.46081e-06,1.68468,0.320175,1338.46,0.00153669,15.8327,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.76196,
R1100,PAB,0.28,-0.4,0.5,107 (c_axis),BRI+BASAL,0.419915,0.944178,0.119814,2.41231,8.46081e-06,1.68468,0.320175,1338.46,0.119822,0.20305,OK,YUAN_STRONG_REDUCTION,0.0295849,
A600,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0347727,0.000190167,0.355169,0.000969878,2.73433e-07,0.111331,0.00780164,12.9747,0.355169,6.36317,OK,,1.03202,
A600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0347727,0.000190167,0.355169,0.000969878,2.73433e-07,0.111331,0.00780164,12.9747,0.330907,6.82971,OK,,0.972719,
A600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0347727,0.000190167,0.355169,0.000969878,2.73433e-07,0.111331,0.00780164,12.9747,0.308303,7.33045,OK,,0.916828,
A600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0347727,0.000190167,0.355169,0.000969878,2.73433e-07,0.111331,0.00780164,12.9747,0.267621,8.44478,OK,,0.814496,
A600,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0347727,0.000190167,0.355169,0.000969878,2.73433e-07,0.111331,0.00780164,12.9747,0.355169,6.36316,OK,,1.03202,
R500,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0480851,0.00159169,0.490556,0.00812623,4.40396e-07,0.198633,0.0235257,36.1292,0.490556,7.68516,OK,,1.24642,
R500,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0480851,0.00159169,0.490556,0.00812623,4.40396e-07,0.198633,0.0235257,36.1292,0.444521,8.48104,OK,,1.20791,
R500,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0480851,0.00159169,0.490556,0.00812623,4.40396e-07,0.198633,0.0235257,36.1292,0.402806,9.35933,OK,,1.17058,
R500,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0480851,0.00159169,0.490556,0.00812623,4.40396e-07,0.198633,0.0235257,36.1292,0.330754,11.3982,OK,,1.09935,
R500,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0480851,0.00159169,0.490556,0.00812623,4.40396e-07,0.198633,0.0235257,36.1292,0.490556,7.68516,OK,,1.24643,
R600,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0629056,0.0109885,0.635768,0.0561271,7.06054e-07,0.345361,0.0652415,92.8975,0.635768,6.16577,OK,,1,
R600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0629056,0.0109885,0.635768,0.0561271,7.06054e-07,0.345361,0.0652415,92.8975,0.558304,7.02126,OK,,1,
R600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0629056,0.0109885,0.635768,0.0561271,7.06054e-07,0.345361,0.0652415,92.8975,0.490279,7.99545,OK,,1,
R600,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0629056,0.0109885,0.635768,0.0561271,7.06054e-07,0.345361,0.0652415,92.8975,0.378083,10.3681,OK,,1,
R600,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0629056,0.0109885,0.635768,0.0561271,7.06054e-07,0.345361,0.0652415,92.8975,0.635769,6.16576,OK,,1,
R800,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0761531,0.0471639,0.741536,0.240949,1.14962e-06,0.56723,0.157029,191.393,0.741536,2.71059,OK,,0.439619,
R800,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0761531,0.0471639,0.741536,0.240949,1.14962e-06,0.56723,0.157029,191.393,0.632902,3.17585,OK,,0.452319,
R800,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0761531,0.0471639,0.741536,0.240949,1.14962e-06,0.56723,0.157029,191.393,0.540183,3.72096,OK,,0.465385,
R800,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0761531,0.0471639,0.741536,0.240949,1.14962e-06,0.56723,0.157029,191.393,0.393504,5.10795,OK,,0.49266,
R800,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0761531,0.0471639,0.741536,0.240949,1.14962e-06,0.56723,0.157029,191.393,0.741537,2.71058,OK,,0.439618,
R1000,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0896534,0.290224,0.650317,1.48304,4.19827e-06,1.41375,0.645023,777.008,0.650317,0.0698121,OK,YUAN_STRONG_REDUCTION,0.0113225,
R1000,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0896534,0.290224,0.650317,1.48304,4.19827e-06,1.41375,0.645023,777.008,0.53894,0.0842394,OK,YUAN_STRONG_REDUCTION,0.0119978,
R1000,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0896534,0.290224,0.650317,1.48304,4.19827e-06,1.41375,0.645023,777.008,0.446638,0.101648,OK,YUAN_STRONG_REDUCTION,0.0127132,
R1000,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0896534,0.290224,0.650317,1.48304,4.19827e-06,1.41375,0.645023,777.008,0.306751,0.148003,OK,YUAN_STRONG_REDUCTION,0.0142748,
R1000,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0896534,0.290224,0.650317,1.48304,4.19827e-06,1.41375,0.645023,777.008,0.650321,0.0698116,OK,YUAN_STRONG_REDUCTION,0.0113225,
R1100,PAB,0.28,-0.2,1,64 (a_axis),BRI,0.0885677,0.450474,0.497379,2.30199,7.90793e-06,1.94667,1.11117,1337.14,0.497379,0.0489164,OK,YUAN_STRONG_REDUCTION,0.00793354,
R1100,PAB,0.28,-0.2,1,64 (a_axis),ISO_z2,0.0885677,0.450474,0.497379,2.30199,7.90793e-06,1.94667,1.11117,1337.14,0.413179,0.0588849,OK,YUAN_STRONG_REDUCTION,0.00838666,
R1100,PAB,0.28,-0.2,1,64 (a_axis),ISO_z4,0.0885677,0.450474,0.497379,2.30199,7.90793e-06,1.94667,1.11117,1337.14,0.343233,0.0708849,OK,YUAN_STRONG_REDUCTION,0.00886565,
R1100,PAB,0.28,-0.2,1,64 (a_axis),ISO_z8,0.0885677,0.450474,0.497379,2.30199,7.90793e-06,1.94667,1.11117,1337.14,0.236859,0.102719,OK,YUAN_STRONG_REDUCTION,0.00990722,
R1100,PAB,0.28,-0.2,1,64 (a_axis),BRI+BASAL,0.0885677,0.450474,0.497379,2.30199,7.90793e-06,1.94667,1.11117,1337.14,0.497387,0.0489157,OK,YUAN_STRONG_REDUCTION,0.00793344,
A600,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.0450436,0.000199135,0.460016,0.00101512,3.31088e-07,0.125347,0.00623509,12.8574,0.460016,4.91288,OK,,1.07853,
A600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.0450436,0.000199135,0.460016,0.00101512,3.31088e-07,0.125347,0.00623509,12.8574,0.419527,5.38701,OK,,0.989628,
A600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.0450436,0.000199135,0.460016,0.00101512,3.31088e-07,0.125347,0.00623509,12.8574,0.382603,5.90691,OK,,0.908061,
A600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.0450436,0.000199135,0.460016,0.00101512,3.31088e-07,0.125347,0.00623509,12.8574,0.318217,7.10207,OK,,0.764539,
A600,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.0450436,0.000199135,0.460016,0.00101512,3.31088e-07,0.125347,0.00623509,12.8574,0.460016,4.91287,OK,,1.07852,
R500,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.0637311,0.00169593,0.650066,0.00865629,5.36065e-07,0.221997,0.0177559,35.9515,0.650066,5.79941,OK,,1.27315,
R500,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.0637311,0.00169593,0.650066,0.00865629,5.36065e-07,0.221997,0.0177559,35.9515,0.569866,6.61559,OK,,1.21533,
R500,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.0637311,0.00169593,0.650066,0.00865629,5.36065e-07,0.221997,0.0177559,35.9515,0.499561,7.54663,OK,,1.16013,
R500,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.0637311,0.00169593,0.650066,0.00865629,5.36065e-07,0.221997,0.0177559,35.9515,0.383901,9.82024,OK,,1.05715,
R500,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.0637311,0.00169593,0.650066,0.00865629,5.36065e-07,0.221997,0.0177559,35.9515,0.650067,5.79941,OK,,1.27315,
R600,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.0852343,0.0119667,0.860558,0.0611145,8.54936e-07,0.384053,0.0486537,92.6456,0.860558,4.55518,OK,,1,
R600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.0852343,0.0119667,0.860558,0.0611145,8.54936e-07,0.384053,0.0486537,92.6456,0.720129,5.44347,OK,,1,
R600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.0852343,0.0119667,0.860558,0.0611145,8.54936e-07,0.384053,0.0486537,92.6456,0.602616,6.50497,OK,,1,
R600,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.0852343,0.0119667,0.860558,0.0611145,8.54936e-07,0.384053,0.0486537,92.6456,0.421989,9.28935,OK,,1,
R600,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.0852343,0.0119667,0.860558,0.0611145,8.54936e-07,0.384053,0.0486537,92.6456,0.860559,4.55518,OK,,1,
R800,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.106077,0.0534902,1.02603,0.273233,1.35577e-06,0.628435,0.115676,191.057,1.02603,1.959,OK,,0.43006,
R800,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.106077,0.0534902,1.02603,0.273233,1.35577e-06,0.628435,0.115676,191.057,0.81992,2.45146,OK,,0.450349,
R800,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.106077,0.0534902,1.02603,0.273233,1.35577e-06,0.628435,0.115676,191.057,0.655211,3.06771,OK,,0.471595,
R800,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.106077,0.0534902,1.02603,0.273233,1.35577e-06,0.628435,0.115676,191.057,0.418409,4.80391,OK,,0.517142,
R800,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.106077,0.0534902,1.02603,0.273233,1.35577e-06,0.628435,0.115676,191.057,1.02603,1.959,OK,,0.43006,
R1000,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.144804,0.36159,0.944763,1.84764,4.6042e-06,1.6323,0.504131,776.271,0.944763,0.0480544,OK,YUAN_STRONG_REDUCTION,0.0105494,
R1000,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.144804,0.36159,0.944763,1.84764,4.6042e-06,1.6323,0.504131,776.271,0.69097,0.0657048,OK,YUAN_STRONG_REDUCTION,0.0120704,
R1000,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.144804,0.36159,0.944763,1.84764,4.6042e-06,1.6323,0.504131,776.271,0.505353,0.0898382,OK,YUAN_STRONG_REDUCTION,0.0138107,
R1000,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.144804,0.36159,0.944763,1.84764,4.6042e-06,1.6323,0.504131,776.271,0.270313,0.167954,OK,YUAN_STRONG_REDUCTION,0.0180803,
R1000,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.144804,0.36159,0.944763,1.84764,4.6042e-06,1.6323,0.504131,776.271,0.944768,0.0480541,OK,YUAN_STRONG_REDUCTION,0.0105493,
R1100,PAB,0.28,-0.2,1,107 (c_axis),BRI,0.162561,0.563921,0.724464,2.88164,8.46663e-06,2.31148,0.908757,1336.17,0.724464,0.0335834,OK,YUAN_STRONG_REDUCTION,0.00737257,
R1100,PAB,0.28,-0.2,1,107 (c_axis),ISO_z2,0.162561,0.563921,0.724464,2.88164,8.46663e-06,2.31148,0.908757,1336.17,0.508073,0.0478869,OK,YUAN_STRONG_REDUCTION,0.00879713,
R1100,PAB,0.28,-0.2,1,107 (c_axis),ISO_z4,0.162561,0.563921,0.724464,2.88164,8.46663e-06,2.31148,0.908757,1336.17,0.356315,0.0682822,OK,YUAN_STRONG_REDUCTION,0.0104969,
R1100,PAB,0.28,-0.2,1,107 (c_axis),ISO_z8,0.162561,0.563921,0.724464,2.88164,8.46663e-06,2.31148,0.908757,1336.17,0.175248,0.138832,OK,YUAN_STRONG_REDUCTION,0.0149453,
R1100,PAB,0.28,-0.2,1,107 (c_axis),BRI+BASAL,0.162561,0.563921,0.724464,2.88164,8.46663e-06,2.31148,0.908757,1336.17,0.724473,0.033583,OK,YUAN_STRONG_REDUCTION,0.00737249,
A600,PAB,0.28,-0.2,0.75,64 (a_axis),BRI,0.0411527,0.000196574,0.315265,0.000752156,2.34994e-07,0.0923139,0.00560642,13.0361,0.315265,7.16858,OK,,1.03728,
A600,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z2,0.0411527,0.000196574,0.315265,0.000752156,2.34994e-07,0.0923139,0.00560642,13.0361,0.289859,7.7969,OK,,0.965584,
A600,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z4,0.0411527,0.000196574,0.315265,0.000752156,2.34994e-07,0.0923139,0.00560642,13.0361,0.2665,8.48028,OK,,0.898845,
A600,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z8,0.0411527,0.000196574,0.315265,0.000752156,2.34994e-07,0.0923139,0.00560642,13.0361,0.225279,10.032,OK,,0.778888,
A600,PAB,0.28,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0411527,0.000196574,0.315265,0.000752156,2.34994e-07,0.0923139,0.00560642,13.0361,0.315265,7.16857,OK,,1.03728,
R500,PAB,0.28,-0.2,0.75,64 (a_axis),BRI,0.0569146,0.00165709,0.435453,0.00634598,3.73412e-07,0.161001,0.0158481,36.2314,0.435453,8.65766,OK,,1.25274,
R500,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z2,0.0569146,0.00165709,0.435453,0.00634598,3.73412e-07,0.161001,0.0158481,36.2314,0.387304,9.73397,OK,,1.20548,
R500,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z4,0.0569146,0.00165709,0.435453,0.00634598,3.73412e-07,0.161001,0.0158481,36.2314,0.344478,10.9441,OK,,1.15999,
R500,PAB,0.28,-0.2,0.75,64 (a_axis),ISO_z8,0.0569146,0.00165709,0.435453,0.00634598,3.73412e-07,0.161001,0.0158481,36.2314,0.272511,13.8343,OK,,1.0741,
R500,PAB,0.28,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0569146,0.00165709,0.435453,0.00634598,3.73412e-07,0.161001,0.0158481,36.2314,0.435453,8.65765,OK,,1.25274,
