sample,energy_map,cutoff_nm,dG_eV,f110,eps,reactive,theta_bri,reconstructed_fraction,N_bridging_umol_g,N_reconstructed_row_umol_g,N_basal_L1_umol_g,N_L1_subbridging_umol_g,N_subsurface_L2_4_umol_g,N_bulk_umol_g,N_react_umol_g,TOF_s_1,site_class,flags,Q_vs_R600,Q_ref_below_threshold
R600,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z4,1.25726e-06,1.98667e-09,6.42499e-06,5.07645e-09,8.17604e-14,3.58791e-08,5.0998e-11,94,6.42495e-06,610121,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z8,1.25726e-06,1.98667e-09,6.42499e-06,5.07645e-09,8.17604e-14,3.58791e-08,5.0998e-11,94,6.42492e-06,610124,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,64 (a_axis),BRI+BASAL,1.25726e-06,1.98667e-09,6.42499e-06,5.07645e-09,8.17604e-14,3.58791e-08,5.0998e-11,94,6.42499e-06,610118,BELOW_SITE_THRESHOLD,,1,yes
R800,HAM,0.6,-0.2,0.5,64 (a_axis),BRI,2.07239e-06,8.69417e-09,1.05909e-05,2.22165e-08,1.34774e-13,5.90074e-08,7.59219e-11,193.1,1.05909e-05,189785,BELOW_SITE_THRESHOLD,,0.311063,yes
R800,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z2,2.07239e-06,8.69417e-09,1.05909e-05,2.22165e-08,1.34774e-13,5.90074e-08,7.59219e-11,193.1,1.05909e-05,189786,BELOW_SITE_THRESHOLD,,0.311064,yes
R800,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z4,2.07239e-06,8.69417e-09,1.05909e-05,2.22165e-08,1.34774e-13,5.90074e-08,7.59219e-11,193.1,1.05908e-05,189787,BELOW_SITE_THRESHOLD,,0.311065,yes
R800,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z8,2.07239e-06,8.69417e-09,1.05909e-05,2.22165e-08,1.34774e-13,5.90074e-08,7.59219e-11,193.1,1.05907e-05,189788,BELOW_SITE_THRESHOLD,,0.311065,yes
R800,HAM,0.6,-0.2,0.5,64 (a_axis),BRI+BASAL,2.07239e-06,8.69417e-09,1.05909e-05,2.22165e-08,1.34774e-13,5.90074e-08,7.59219e-11,193.1,1.05909e-05,189785,BELOW_SITE_THRESHOLD,,0.311063,yes
R1000,HAM,0.6,-0.2,0.5,64 (a_axis),BRI,9.92439e-06,1.75853e-07,5.07242e-05,4.49403e-07,6.45518e-13,2.80862e-07,2.80125e-10,781.2,5.07242e-05,895.036,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146699,yes
R1000,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z2,9.92439e-06,1.75853e-07,5.07242e-05,4.49403e-07,6.45518e-13,2.80862e-07,2.80125e-10,781.2,5.07232e-05,895.054,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146702,yes
R1000,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z4,9.92439e-06,1.75853e-07,5.07242e-05,4.49403e-07,6.45518e-13,2.80862e-07,2.80125e-10,781.2,5.07222e-05,895.072,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146704,yes
R1000,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z8,9.92439e-06,1.75853e-07,5.07242e-05,4.49403e-07,6.45518e-13,2.80862e-07,2.80125e-10,781.2,5.07202e-05,895.108,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146709,yes
R1000,HAM,0.6,-0.2,0.5,64 (a_axis),BRI+BASAL,9.92439e-06,1.75853e-07,5.07242e-05,4.49403e-07,6.45518e-13,2.80862e-07,2.80125e-10,781.2,5.07242e-05,895.036,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146699,yes
R1100,HAM,0.6,-0.2,0.5,64 (a_axis),BRI,2.39589e-05,6.47609e-07,0.000122463,1.65509e-06,1.5586e-12,6.76236e-07,6.05438e-10,1343,0.000122463,198.672,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000325629,yes
R1100,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z2,2.39589e-05,6.47609e-07,0.000122463,1.65509e-06,1.5586e-12,6.76236e-07,6.05438e-10,1343,0.000122457,198.682,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000325645,yes
R1100,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z4,2.39589e-05,6.47609e-07,0.000122463,1.65509e-06,1.5586e-12,6.76236e-07,6.05438e-10,1343,0.000122451,198.692,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00032566,yes
R1100,HAM,0.6,-0.2,0.5,64 (a_axis),ISO_z8,2.39589e-05,6.47609e-07,0.000122463,1.65509e-06,1.5586e-12,6.76236e-07,6.05438e-10,1343,0.000122439,198.711,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00032569,yes
R1100,HAM,0.6,-0.2,0.5,64 (a_axis),BRI+BASAL,2.39589e-05,6.47609e-07,0.000122463,1.65509e-06,1.5586e-12,6.76236e-07,6.05438e-10,1343,0.000122463,198.672,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000325629,yes
A600,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,6.49626e-07,3.91945e-11,3.31959e-06,1.00147e-10,4.22428e-14,1.85974e-08,3.05707e-11,13.45,3.31959e-06,680807,BELOW_SITE_THRESHOLD,,0.873303,yes
A600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,6.49626e-07,3.91945e-11,3.31959e-06,1.00147e-10,4.22428e-14,1.85974e-08,3.05707e-11,13.45,3.31958e-06,680808,BELOW_SITE_THRESHOLD,,0.873302,yes
A600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,6.49626e-07,3.91945e-11,3.31959e-06,1.00147e-10,4.22428e-14,1.85974e-08,3.05707e-11,13.45,3.31958e-06,680809,BELOW_SITE_THRESHOLD,,0.873302,yes
A600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,6.49626e-07,3.91945e-11,3.31959e-06,1.00147e-10,4.22428e-14,1.85974e-08,3.05707e-11,13.45,3.31957e-06,680811,BELOW_SITE_THRESHOLD,,0.8733,yes
A600,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,6.49626e-07,3.91945e-11,3.31959e-06,1.00147e-10,4.22428e-14,1.85974e-08,3.05707e-11,13.45,3.31959e-06,680807,BELOW_SITE_THRESHOLD,,0.873303,yes
R500,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,7.45702e-07,2.98088e-10,3.81058e-06,7.61662e-10,4.84909e-14,2.13338e-08,3.40069e-11,36.85,3.81058e-06,989350,BELOW_SITE_THRESHOLD,,1.26909,yes
R500,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,7.45702e-07,2.98088e-10,3.81058e-06,7.61662e-10,4.84909e-14,2.13338e-08,3.40069e-11,36.85,3.81058e-06,989352,BELOW_SITE_THRESHOLD,,1.26908,yes
R500,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,7.45702e-07,2.98088e-10,3.81058e-06,7.61662e-10,4.84909e-14,2.13338e-08,3.40069e-11,36.85,3.81057e-06,989353,BELOW_SITE_THRESHOLD,,1.26908,yes
R500,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,7.45702e-07,2.98088e-10,3.81058e-06,7.61662e-10,4.84909e-14,2.13338e-08,3.40069e-11,36.85,3.81056e-06,989356,BELOW_SITE_THRESHOLD,,1.26908,yes
R500,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,7.45702e-07,2.98088e-10,3.81058e-06,7.61662e-10,4.84909e-14,2.13338e-08,3.40069e-11,36.85,3.81058e-06,989350,BELOW_SITE_THRESHOLD,,1.26909,yes
R600,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,9.8399e-07,1.98559e-09,5.02837e-06,5.07361e-09,6.39876e-14,2.81131e-08,4.21357e-11,94,5.02837e-06,779577,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,9.8399e-07,1.98559e-09,5.02837e-06,5.07361e-09,6.39876e-14,2.81131e-08,4.21357e-11,94,5.02836e-06,779579,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,9.8399e-07,1.98559e-09,5.02837e-06,5.07361e-09,6.39876e-14,2.81131e-08,4.21357e-11,94,5.02835e-06,779580,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,9.8399e-07,1.98559e-09,5.02837e-06,5.07361e-09,6.39876e-14,2.81131e-08,4.21357e-11,94,5.02833e-06,779584,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,9.8399e-07,1.98559e-09,5.02837e-06,5.07361e-09,6.39876e-14,2.81131e-08,4.21357e-11,94,5.02837e-06,779577,BELOW_SITE_THRESHOLD,,1,yes
R800,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,1.43239e-06,8.68596e-09,7.32002e-06,2.21951e-08,9.31499e-14,4.08514e-08,5.65641e-11,193.1,7.32002e-06,274589,BELOW_SITE_THRESHOLD,,0.352228,yes
R800,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,1.43239e-06,8.68596e-09,7.32002e-06,2.21951e-08,9.31499e-14,4.08514e-08,5.65641e-11,193.1,7.32e-06,274590,BELOW_SITE_THRESHOLD,,0.352229,yes
R800,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,1.43239e-06,8.68596e-09,7.32002e-06,2.21951e-08,9.31499e-14,4.08514e-08,5.65641e-11,193.1,7.31998e-06,274591,BELOW_SITE_THRESHOLD,,0.352229,yes
R800,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,1.43239e-06,8.68596e-09,7.32002e-06,2.21951e-08,9.31499e-14,4.08514e-08,5.65641e-11,193.1,7.31994e-06,274593,BELOW_SITE_THRESHOLD,,0.35223,yes
R800,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,1.43239e-06,8.68596e-09,7.32002e-06,2.21951e-08,9.31499e-14,4.08514e-08,5.65641e-11,193.1,7.32002e-06,274589,BELOW_SITE_THRESHOLD,,0.352228,yes
R1000,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,5.30736e-06,1.75447e-07,2.71252e-05,4.48355e-07,3.45184e-13,1.5052e-07,1.6499e-10,781.2,2.71252e-05,1673.72,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214696,yes
R1000,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,5.30736e-06,1.75447e-07,2.71252e-05,4.48355e-07,3.45184e-13,1.5052e-07,1.6499e-10,781.2,2.71249e-05,1673.74,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214698,yes
R1000,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,5.30736e-06,1.75447e-07,2.71252e-05,4.48355e-07,3.45184e-13,1.5052e-07,1.6499e-10,781.2,2.71247e-05,1673.75,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214699,yes
R1000,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,5.30736e-06,1.75447e-07,2.71252e-05,4.48355e-07,3.45184e-13,1.5052e-07,1.6499e-10,781.2,2.71241e-05,1673.79,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214703,yes
R1000,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,5.30736e-06,1.75447e-07,2.71252e-05,4.48355e-07,3.45184e-13,1.5052e-07,1.6499e-10,781.2,2.71252e-05,1673.72,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214696,yes
R1100,HAM,0.6,-0.2,0.5,107 (c_axis),BRI,1.17054e-05,6.45634e-07,5.98284e-05,1.65001e-06,7.61371e-13,3.3104e-07,3.25106e-10,1343,5.98284e-05,406.663,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000521646,yes
R1100,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z2,1.17054e-05,6.45634e-07,5.98284e-05,1.65001e-06,7.61371e-13,3.3104e-07,3.25106e-10,1343,5.9827e-05,406.672,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000521656,yes
R1100,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z4,1.17054e-05,6.45634e-07,5.98284e-05,1.65001e-06,7.61371e-13,3.3104e-07,3.25106e-10,1343,5.98256e-05,406.682,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000521668,yes
R1100,HAM,0.6,-0.2,0.5,107 (c_axis),ISO_z8,1.17054e-05,6.45634e-07,5.98284e-05,1.65001e-06,7.61371e-13,3.3104e-07,3.25106e-10,1343,5.98228e-05,406.701,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00052169,yes
R1100,HAM,0.6,-0.2,0.5,107 (c_axis),BRI+BASAL,1.17054e-05,6.45634e-07,5.98284e-05,1.65001e-06,7.61371e-13,3.3104e-07,3.25106e-10,1343,5.98284e-05,406.663,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000521646,yes
A600,HAM,0.6,+0,1,64 (a_axis),BRI,7.75797e-07,2.75326e-12,7.92885e-06,1.40714e-11,1.00898e-13,4.43814e-08,7.00633e-11,13.45,7.92885e-06,285035,BELOW_SITE_THRESHOLD,,1.49798,yes
A600,HAM,0.6,+0,1,64 (a_axis),ISO_z2,7.75797e-07,2.75326e-12,7.92885e-06,1.40714e-11,1.00898e-13,4.43814e-08,7.00633e-11,13.45,7.92884e-06,285035,BELOW_SITE_THRESHOLD,,1.49798,yes
A600,HAM,0.6,+0,1,64 (a_axis),ISO_z4,7.75797e-07,2.75326e-12,7.92885e-06,1.40714e-11,1.00898e-13,4.43814e-08,7.00633e-11,13.45,7.92883e-06,285036,BELOW_SITE_THRESHOLD,,1.49798,yes
A600,HAM,0.6,+0,1,64 (a_axis),ISO_z8,7.75797e-07,2.75326e-12,7.92885e-06,1.40714e-11,1.00898e-13,4.43814e-08,7.00633e-11,13.45,7.9288e-06,285037,BELOW_SITE_THRESHOLD,,1.49797,yes
A600,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,7.75797e-07,2.75326e-12,7.92885e-06,1.40714e-11,1.00898e-13,4.43814e-08,7.00633e-11,13.45,7.92885e-06,285035,BELOW_SITE_THRESHOLD,,1.49798,yes
R500,HAM,0.6,+0,1,64 (a_axis),BRI,1.10454e-06,2.09595e-11,1.12892e-05,1.07126e-10,1.43661e-13,6.30829e-08,9.21494e-11,36.85,1.12892e-05,333946,BELOW_SITE_THRESHOLD,,1.75503,yes
R500,HAM,0.6,+0,1,64 (a_axis),ISO_z2,1.10454e-06,2.09595e-11,1.12892e-05,1.07126e-10,1.43661e-13,6.30829e-08,9.21494e-11,36.85,1.12892e-05,333947,BELOW_SITE_THRESHOLD,,1.75504,yes
R500,HAM,0.6,+0,1,64 (a_axis),ISO_z4,1.10454e-06,2.09595e-11,1.12892e-05,1.07126e-10,1.43661e-13,6.30829e-08,9.21494e-11,36.85,1.12892e-05,333948,BELOW_SITE_THRESHOLD,,1.75503,yes
R500,HAM,0.6,+0,1,64 (a_axis),ISO_z8,1.10454e-06,2.09595e-11,1.12892e-05,1.07126e-10,1.43661e-13,6.30829e-08,9.21494e-11,36.85,1.12891e-05,333949,BELOW_SITE_THRESHOLD,,1.75502,yes
R500,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,1.10454e-06,2.09595e-11,1.12892e-05,1.07126e-10,1.43661e-13,6.30829e-08,9.21494e-11,36.85,1.12892e-05,333946,BELOW_SITE_THRESHOLD,,1.75503,yes
R600,HAM,0.6,+0,1,64 (a_axis),BRI,2.01547e-06,1.39824e-10,2.06014e-05,7.14706e-10,2.62164e-13,1.14802e-07,1.48521e-10,94,2.06014e-05,190279,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,64 (a_axis),ISO_z2,2.01547e-06,1.39824e-10,2.06014e-05,7.14706e-10,2.62164e-13,1.14802e-07,1.48521e-10,94,2.06013e-05,190279,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,64 (a_axis),ISO_z4,2.01547e-06,1.39824e-10,2.06014e-05,7.14706e-10,2.62164e-13,1.14802e-07,1.48521e-10,94,2.06012e-05,190280,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,64 (a_axis),ISO_z8,2.01547e-06,1.39824e-10,2.06014e-05,7.14706e-10,2.62164e-13,1.14802e-07,1.48521e-10,94,2.0601e-05,190282,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,2.01547e-06,1.39824e-10,2.06014e-05,7.14706e-10,2.62164e-13,1.14802e-07,1.48521e-10,94,2.06014e-05,190279,BELOW_SITE_THRESHOLD,,1,yes
R800,HAM,0.6,+0,1,64 (a_axis),BRI,3.97144e-06,6.12626e-10,4.05981e-05,3.13165e-09,5.16645e-13,2.25602e-07,2.58687e-10,193.1,4.05981e-05,49509.7,BELOW_SITE_THRESHOLD,,0.260195,yes
R800,HAM,0.6,+0,1,64 (a_axis),ISO_z2,3.97144e-06,6.12626e-10,4.05981e-05,3.13165e-09,5.16645e-13,2.25602e-07,2.58687e-10,193.1,4.05978e-05,49510.1,BELOW_SITE_THRESHOLD,,0.260197,yes
R800,HAM,0.6,+0,1,64 (a_axis),ISO_z4,3.97144e-06,6.12626e-10,4.05981e-05,3.13165e-09,5.16645e-13,2.25602e-07,2.58687e-10,193.1,4.05974e-05,49510.5,BELOW_SITE_THRESHOLD,,0.260198,yes
R800,HAM,0.6,+0,1,64 (a_axis),ISO_z8,3.97144e-06,6.12626e-10,4.05981e-05,3.13165e-09,5.16645e-13,2.25602e-07,2.58687e-10,193.1,4.05968e-05,49511.3,BELOW_SITE_THRESHOLD,,0.2602,yes
R800,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,3.97144e-06,6.12626e-10,4.05981e-05,3.13165e-09,5.16645e-13,2.25602e-07,2.58687e-10,193.1,4.05981e-05,49509.7,BELOW_SITE_THRESHOLD,,0.260195,yes
R1000,HAM,0.6,+0,1,64 (a_axis),BRI,2.6456e-05,1.24264e-08,0.000270507,6.35328e-08,3.44328e-12,1.49426e-06,1.32733e-09,781.2,0.000270507,167.833,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000882036,yes
R1000,HAM,0.6,+0,1,64 (a_axis),ISO_z2,2.6456e-05,1.24264e-08,0.000270507,6.35328e-08,3.44328e-12,1.49426e-06,1.32733e-09,781.2,0.000270493,167.842,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000882084,yes
R1000,HAM,0.6,+0,1,64 (a_axis),ISO_z4,2.6456e-05,1.24264e-08,0.000270507,6.35328e-08,3.44328e-12,1.49426e-06,1.32733e-09,781.2,0.000270479,167.85,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000882121,yes
R1000,HAM,0.6,+0,1,64 (a_axis),ISO_z8,2.6456e-05,1.24264e-08,0.000270507,6.35328e-08,3.44328e-12,1.49426e-06,1.32733e-09,781.2,0.00027045,167.868,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000882206,yes
R1000,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,2.6456e-05,1.24264e-08,0.000270507,6.35328e-08,3.44328e-12,1.49426e-06,1.32733e-09,781.2,0.000270507,167.833,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000882036,yes
R1100,HAM,0.6,+0,1,64 (a_axis),BRI,7.11441e-05,4.58228e-08,0.000727524,2.34304e-07,9.26515e-12,4.01216e-06,3.244e-09,1343,0.000727524,33.4422,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000175753,yes
R1100,HAM,0.6,+0,1,64 (a_axis),ISO_z2,7.11441e-05,4.58228e-08,0.000727524,2.34304e-07,9.26515e-12,4.01216e-06,3.244e-09,1343,0.00072742,33.447,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000175779,yes
R1100,HAM,0.6,+0,1,64 (a_axis),ISO_z4,7.11441e-05,4.58228e-08,0.000727524,2.34304e-07,9.26515e-12,4.01216e-06,3.244e-09,1343,0.000727316,33.4517,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000175803,yes
R1100,HAM,0.6,+0,1,64 (a_axis),ISO_z8,7.11441e-05,4.58228e-08,0.000727524,2.34304e-07,9.26515e-12,4.01216e-06,3.244e-09,1343,0.000727109,33.4613,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000175851,yes
R1100,HAM,0.6,+0,1,64 (a_axis),BRI+BASAL,7.11441e-05,4.58228e-08,0.000727524,2.34304e-07,9.26515e-12,4.01216e-06,3.244e-09,1343,0.000727524,33.4422,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000175753,yes
A600,HAM,0.6,+0,1,107 (c_axis),BRI,7.04528e-07,2.75235e-12,7.20037e-06,1.40666e-11,9.16273e-14,4.03232e-08,6.50936e-11,13.45,7.20037e-06,313873,BELOW_SITE_THRESHOLD,,1.14794,yes
A600,HAM,0.6,+0,1,107 (c_axis),ISO_z2,7.04528e-07,2.75235e-12,7.20037e-06,1.40666e-11,9.16273e-14,4.03232e-08,6.50936e-11,13.45,7.20036e-06,313873,BELOW_SITE_THRESHOLD,,1.14793,yes
A600,HAM,0.6,+0,1,107 (c_axis),ISO_z4,7.04528e-07,2.75235e-12,7.20037e-06,1.40666e-11,9.16273e-14,4.03232e-08,6.50936e-11,13.45,7.20035e-06,313874,BELOW_SITE_THRESHOLD,,1.14793,yes
A600,HAM,0.6,+0,1,107 (c_axis),ISO_z8,7.04528e-07,2.75235e-12,7.20037e-06,1.40666e-11,9.16273e-14,4.03232e-08,6.50936e-11,13.45,7.20033e-06,313874,BELOW_SITE_THRESHOLD,,1.14793,yes
A600,HAM,0.6,+0,1,107 (c_axis),BRI+BASAL,7.04528e-07,2.75235e-12,7.20037e-06,1.40666e-11,9.16273e-14,4.03232e-08,6.50936e-11,13.45,7.20037e-06,313873,BELOW_SITE_THRESHOLD,,1.14794,yes
R500,HAM,0.6,+0,1,107 (c_axis),BRI,8.96929e-07,2.09451e-11,9.16704e-06,1.07049e-10,1.16654e-13,5.1276e-08,7.84256e-11,36.85,9.16704e-06,411256,BELOW_SITE_THRESHOLD,,1.5041,yes
R500,HAM,0.6,+0,1,107 (c_axis),ISO_z2,8.96929e-07,2.09451e-11,9.16704e-06,1.07049e-10,1.16654e-13,5.1276e-08,7.84256e-11,36.85,9.16702e-06,411257,BELOW_SITE_THRESHOLD,,1.50409,yes
R500,HAM,0.6,+0,1,107 (c_axis),ISO_z4,8.96929e-07,2.09451e-11,9.16704e-06,1.07049e-10,1.16654e-13,5.1276e-08,7.84256e-11,36.85,9.16701e-06,411257,BELOW_SITE_THRESHOLD,,1.50409,yes
R500,HAM,0.6,+0,1,107 (c_axis),ISO_z8,8.96929e-07,2.09451e-11,9.16704e-06,1.07049e-10,1.16654e-13,5.1276e-08,7.84256e-11,36.85,9.16697e-06,411259,BELOW_SITE_THRESHOLD,,1.50409,yes
R500,HAM,0.6,+0,1,107 (c_axis),BRI+BASAL,8.96929e-07,2.09451e-11,9.16704e-06,1.07049e-10,1.16654e-13,5.1276e-08,7.84256e-11,36.85,9.16704e-06,411256,BELOW_SITE_THRESHOLD,,1.5041,yes
R600,HAM,0.6,+0,1,107 (c_axis),BRI,1.40265e-06,1.39666e-10,1.43367e-05,7.13868e-10,1.8244e-13,8.00215e-08,1.11283e-10,94,1.43367e-05,273424,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,107 (c_axis),ISO_z2,1.40265e-06,1.39666e-10,1.43367e-05,7.13868e-10,1.8244e-13,8.00215e-08,1.11283e-10,94,1.43366e-05,273425,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,107 (c_axis),ISO_z4,1.40265e-06,1.39666e-10,1.43367e-05,7.13868e-10,1.8244e-13,8.00215e-08,1.11283e-10,94,1.43366e-05,273426,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,107 (c_axis),ISO_z8,1.40265e-06,1.39666e-10,1.43367e-05,7.13868e-10,1.8244e-13,8.00215e-08,1.11283e-10,94,1.43365e-05,273427,BELOW_SITE_THRESHOLD,,1,yes
R600,HAM,0.6,+0,1,107 (c_axis),BRI+BASAL,1.40265e-06,1.39666e-10,1.43367e-05,7.13868e-10,1.8244e-13,8.00215e-08,1.11283e-10,94,1.43367e-05,273424,BELOW_SITE_THRESHOLD,,1,yes
R800,HAM,0.6,+0,1,107 (c_axis),BRI,2.42361e-06,6.11722e-10,2.47739e-05,3.12688e-09,3.1526e-13,1.3794e-07,1.72564e-10,193.1,2.47739e-05,81133.9,BELOW_SITE_THRESHOLD,,0.296733,yes
R800,HAM,0.6,+0,1,107 (c_axis),ISO_z2,2.42361e-06,6.11722e-10,2.47739e-05,3.12688e-09,3.1526e-13,1.3794e-07,1.72564e-10,193.1,2.47737e-05,81134.3,BELOW_SITE_THRESHOLD,,0.296733,yes
R800,HAM,0.6,+0,1,107 (c_axis),ISO_z4,2.42361e-06,6.11722e-10,2.47739e-05,3.12688e-09,3.1526e-13,1.3794e-07,1.72564e-10,193.1,2.47736e-05,81134.7,BELOW_SITE_THRESHOLD,,0.296734,yes
R800,HAM,0.6,+0,1,107 (c_axis),ISO_z8,2.42361e-06,6.11722e-10,2.47739e-05,3.12688e-09,3.1526e-13,1.3794e-07,1.72564e-10,193.1,2.47734e-05,81135.5,BELOW_SITE_THRESHOLD,,0.296736,yes
R800,HAM,0.6,+0,1,107 (c_axis),BRI+BASAL,2.42361e-06,6.11722e-10,2.47739e-05,3.12688e-09,3.1526e-13,1.3794e-07,1.72564e-10,193.1,2.47739e-05,81133.9,BELOW_SITE_THRESHOLD,,0.296733,yes
R1000,HAM,0.6,+0,1,107 (c_axis),BRI,1.29653e-05,1.24017e-08,0.000132559,6.34037e-08,1.68701e-12,7.3358e-07,7.12919e-10,781.2,0.000132559,342.488,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00125259,yes
R1000,HAM,0.6,+0,1,107 (c_axis),ISO_z2,1.29653e-05,1.24017e-08,0.000132559,6.34037e-08,1.68701e-12,7.3358e-07,7.12919e-10,781.2,0.000132556,342.497,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00125262,yes
R1000,HAM,0.6,+0,1,107 (c_axis),ISO_z4,1.29653e-05,1.24017e-08,0.000132559,6.34037e-08,1.68701e-12,7.3358e-07,7.12919e-10,781.2,0.000132552,342.506,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00125265,yes
R1000,HAM,0.6,+0,1,107 (c_axis),ISO_z8,1.29653e-05,1.24017e-08,0.000132559,6.34037e-08,1.68701e-12,7.3358e-07,7.12919e-10,781.2,0.000132546,342.524,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00125271,yes
